wave,flux,err,fit
865.852,0.260452,0.679426,-403.1329214399207
866.027,0.141598,0.589815,-401.1431382560532
866.202,0.0266842,0.489422,-399.1510979870913
866.377,-0.201360,0.400573,-397.1567999841778
866.552,-0.104924,0.435718,-395.1601322661556
866.727,0.0755132,0.526723,-393.1609014998385
866.903,0.0752759,0.525607,-391.1596870166705
867.078,0.161922,0.568940,-389.1561005489877
867.253,0.0736186,0.524473,-387.1500073194288
867.428,0.0736831,0.523382,-385.1418134856211
867.603,-0.0142028,0.478197,-383.1311961297226
867.778,0.158544,0.524540,-381.1181507130181
867.953,0.245151,0.501378,-379.1029506550662
868.128,0.158488,0.522666,-377.0852648705056
868.304,0.0709847,0.517295,-375.0654790482994
868.479,0.0705234,0.516701,-373.0431006881947
868.654,0.413881,0.581580,-371.0185167678468
868.829,0.327545,0.537641,-368.9916822572407
869.004,0.327482,0.536673,-366.9624517792947
869.179,-0.0154348,0.469743,-364.9309198376273
869.354,-0.100843,0.490408,-362.8970670051164
869.530,-0.101037,0.489593,-360.8607652587748
869.705,-0.100836,0.488602,-358.8221457453129
869.880,0.0685924,0.508033,-356.7813903338169
870.055,0.0680117,0.506782,-354.7382142076984
870.230,0.152233,0.484370,-352.6926458986612
870.405,-0.0172810,0.462992,-350.6448099451216
870.580,0.150104,0.508879,-348.5946101444665
870.755,0.233431,0.549540,-346.5420726475046
870.931,0.400973,0.569550,-344.4871825384016
871.106,0.316352,0.564317,-342.4299121403486
871.281,0.144921,0.476549,-340.3704600774352
871.456,0.303919,0.543195,-338.3084005725486
871.631,0.130175,0.466071,-336.2442521130688
871.806,0.238179,0.559330,-334.1777964536809
871.982,0.347035,0.609936,-332.1089124200815
872.157,0.457378,0.691930,-330.0376472441719
872.332,0.676991,0.751547,-327.9642111994576
872.507,0.455218,0.693012,-325.8882372828545
872.682,0.454836,0.691058,-323.8099433585027
872.857,0.272549,0.724589,-321.7294119359737
873.032,0.364127,0.845579,-319.6464685592566
873.207,0.401374,0.940719,-317.5614276058010
873.383,0.236924,0.817552,-315.4737142559907
873.558,0.0720773,0.734765,-313.3837305228925
873.733,-0.0787942,0.570847,-311.2915901175922
873.908,0.0466367,0.596609,-309.1968056091997
874.083,-0.0993894,0.419498,-307.0999213226362
