wave,flux,err,fit_all,fit_stell
1303.11,1.09514,0.633746,0.7975583314496137,6.722904376457151
1303.28,0.969381,0.634311,0.6786029334261091,5.718905582705958
1303.46,1.35138,0.761581,0.7181405177813479,6.050751821307678
1303.64,0.717709,0.762108,0.8339500155398977,7.024944135924855
1303.81,0.718491,0.762637,0.8650760564478350,7.285511243759302
1303.99,0.337434,0.635895,0.8685334096727522,7.312991067402493
1304.17,0.973674,0.636423,0.8699207029586394,7.323033326437113
1304.34,0.847187,0.509504,0.8708924858180684,7.329576613025878
1304.52,1.10309,0.637305,0.8661494870907901,7.288028879913753
1304.70,1.23234,0.637835,0.8616904130097652,7.248887848209165
1304.88,1.16820,0.606110,0.8662005496044751,7.285201624824765
1305.05,1.13621,0.542604,0.8671403832424878,7.291478361301472
1305.23,1.13653,0.574908,0.8437995178597815,7.093630576806866
1305.41,1.32893,0.671018,0.8236226358137750,6.922461828758870
1305.58,0.946331,0.575439,0.8155502773887336,6.853086413953193
1305.76,0.756261,0.479985,0.7961047198400735,6.688191897253546
1305.94,0.660847,0.480385,0.7484646001742283,6.286556880313071
1306.11,1.04540,0.576762,0.7469068752289212,6.272076239872661
1306.29,0.661044,0.480917,0.8251583016490719,6.927641929135632
1306.47,0.564683,0.385027,0.8567197547073304,7.191013642557820
1306.65,0.469016,0.385472,0.8419653672416432,7.065595796242221
1306.82,0.565654,0.482161,0.8444083621495034,7.084519064126653
1307.00,0.759367,0.578895,0.8592180543774550,7.207165113423116
1307.18,0.567097,0.482695,0.8236959520669691,6.907665452638369
1307.35,0.509367,0.405865,0.7623843375729410,6.392073904125702
1307.53,0.509486,0.471123,0.7891958362489158,6.615399337584300
1307.71,0.314640,0.633047,0.8468871807087750,7.097414726088914
1307.89,0.599070,0.775689,0.8604780807995195,7.209711627629545
1308.06,0.469773,0.646828,0.8643893076832160,7.240871985181514
1308.24,1.24679,0.647406,0.8594954540455814,7.198278402894985
1308.42,0.988035,0.518307,0.8536211566228046,7.147492098446079
1308.59,0.987953,0.518576,0.8236539296661547,6.895040212512228
1308.77,0.729496,0.519116,0.7972250499749775,6.672314060155969
1308.95,0.859621,0.649352,0.8359413413260982,6.994794772273181
1309.12,0.990552,0.779679,0.8654738403506421,7.240303110276344
1309.30,0.991731,0.780280,0.8568960686067224,7.166953423311625
1309.48,0.862410,0.650614,0.8503157857590450,7.110338927682463
1309.66,0.602727,0.418292,0.8489723202325981,7.097467230383799
1309.84,0.343200,0.288445,0.8393730656462841,7.015659838736781
1310.02,0.553633,0.393018,0.8170519358819549,6.827582526737523
1310.19,0.914353,0.560904,0.8212277844996367,6.860956611099525
1310.37,1.14480,0.626269,0.8547694572075799,7.139601118330518
1310.55,1.36141,0.685335,0.8685677483238575,7.253244861348605
1310.72,1.16550,0.685743,0.8664480289386622,7.233942839328563
1310.90,0.871000,0.588081,0.8409443476771882,7.019458503434763
1311.08,0.478757,0.490577,0.8018504921997750,6.691656968705487
1311.26,0.658163,0.530165,0.8175119865541491,6.820848884169948
1311.43,0.728450,0.562994,0.8552109313092329,7.133807728707112
1311.61,0.699983,0.497664,0.8124242054936518,6.775401559643726
1311.79,0.623164,0.524331,0.7485251327913065,6.241120157582877
1311.96,0.622894,0.524634,0.7983105175477108,6.654755353633298
1312.14,0.622505,0.524938,0.8650038876663206,7.209121281272544
1312.32,0.622267,0.525486,0.8477027665388615,7.063370969037351
1312.50,0.883974,0.657312,0.8273851594260740,6.892554809189747
1312.67,0.882788,0.657616,0.8491136720681212,7.072002758479883
1312.85,0.882112,0.658225,0.8679521557478825,7.227309134327584
1313.03,1.14657,0.658792,0.8632535367278703,7.186598982782570
1313.20,1.27897,0.791014,0.8592865085043335,7.151995599285343
1313.38,1.54372,0.791623,0.8584845749153699,7.143744031133721
