wave,flux,err,fit_all,fit_stell
1528.66,-2.55629,15.8392,0.6796706864320267,4.310999034255047
1528.83,-8.88239,19.0810,0.6822750117613958,4.326828255773570
1529.01,-2.48617,15.9641,0.6866123509938153,4.353642061338260
1529.19,0.718078,9.85827,0.6930280679866839,4.393623055066570
1529.37,3.95125,3.73770,0.6972568384170310,4.419700310154870
1529.55,-2.48160,7.04494,0.6954006719446089,4.407234655854445
1529.73,-5.74787,13.3420,0.6922112770387626,4.386322344704928
1529.90,0.796496,19.6552,0.6539168476616793,4.143004733124098
1530.08,0.693986,19.7525,0.6156102370226527,3.899687123899739
1530.26,0.604410,19.8513,0.6148693038614782,3.894375035091253
1530.43,-2.64587,16.6090,0.6249426528528218,3.957547678776480
1530.61,0.660143,10.2153,0.6393237789501844,4.047974985916751
1530.79,0.599773,10.3151,0.6569282934354052,4.158780112515480
1530.97,-6.13468,13.7573,0.6600517483684748,4.177890047940293
1531.14,-2.72920,16.9436,0.6315178739613877,3.996646636829629
1531.32,0.665899,10.4290,0.6045806829301649,3.825564352880028
1531.50,0.613264,10.5313,0.6058854940482887,3.833212403402201
