wave,flux,err,fit_all,fit_stell
1077.23,0.855304,0.293650,0.9199309185108699,2.617808366870799
1077.41,1.11333,0.367354,0.9193425334421106,2.602177288674156
1077.60,1.18772,0.367617,0.9111598530325783,2.576480305975396
1077.78,0.912587,0.323463,0.9025178185893381,2.551470651265696
1077.97,0.792080,0.285980,0.9007060284089756,2.545970198554626
1078.16,0.708978,0.257852,0.9083009938872583,2.567068410941967
1078.34,0.873914,0.274126,0.9192871226642332,2.597743806712736
1078.53,0.874751,0.274396,0.9253716106136392,2.614561480593752
1078.71,0.847761,0.274592,0.9235239981487001,2.608965729501727
1078.90,0.738401,0.274782,0.9157924110463591,2.586752506834987
1079.08,0.684038,0.247521,0.9044386751070910,2.554315383839740
1079.27,0.904806,0.275263,0.8920748317260934,2.519035764899058
1079.45,0.960475,0.275467,0.8844810491535725,2.497248844653184
1079.63,0.906040,0.275665,0.8872541664627631,2.504719167359753
1079.82,0.824251,0.275928,0.8988998558884759,2.537230985131581
1080.00,1.07361,0.303760,0.9116900393836016,2.572963693375621
1080.19,1.18489,0.331614,0.9195290072500358,2.594714549045621
1080.37,1.24136,0.331887,0.9221517238940558,2.601742366291361
1080.56,1.07666,0.332151,0.9214412891126356,2.599365372839038
1080.75,1.13316,0.332415,0.9184082867853248,2.590438323874936
1080.93,1.05101,0.304935,0.9144294831489602,2.578846746128624
1081.12,1.05185,0.305200,0.9115976789796798,2.570492707694419
1081.30,1.02497,0.305473,0.9110988921858252,2.568718919036719
1081.49,0.997878,0.305673,0.9122832750108044,2.571690380148507
1081.67,0.887347,0.278106,0.9142181846832537,2.576791419899558
1081.85,0.860350,0.278372,0.9164350369301674,2.582671060372820
1082.04,0.805156,0.278572,0.9179476093664219,2.586564210736505
1082.22,0.917289,0.306680,0.9171643651166832,2.583988245115314
1082.41,0.806465,0.279023,0.9128341499526635,2.571427143271804
1082.59,0.807199,0.279223,0.9035298720822745,2.544953751715669
1082.78,0.612353,0.223553,0.8868751620715203,2.498716347082917
1082.96,0.865024,0.251744,0.8630873223859057,2.437589314841004
1083.15,1.00587,0.279965,0.8374374201559222,2.386801943139991
1083.33,1.06249,0.308135,0.8174103154699227,2.372621132155212
1083.52,0.867249,0.280345,0.8118200524960182,2.394410333360646
1083.71,0.924245,0.280614,0.8266721842301721,2.429610604330477
1083.88,0.924706,0.280816,0.8528058650888006,2.459360536136297
1084.07,0.897347,0.281024,0.8715852837817349,2.473248570660409
1084.25,0.813947,0.281294,0.8705259961258560,2.453302759969856
1084.44,0.842736,0.281496,0.8474313086863700,2.384043175768594
1084.63,1.01268,0.309892,0.8143571156052144,2.290155456432802
1084.81,0.844341,0.281952,0.7954140423330467,2.236523340102025
1085.00,0.788392,0.282162,0.8065436507738348,2.267492751620587
1085.18,0.648020,0.254170,0.8371098023438643,2.353091194594849
1085.37,0.705016,0.254373,0.8644394167840928,2.429568850002639
1085.55,0.705570,0.254576,0.8767444606771569,2.463803392848777
1085.74,0.593222,0.254786,0.8784193014785022,2.468159442153374
1085.92,0.934245,0.311698,0.8771104862502684,2.464132820416116
1086.10,1.10492,0.340286,0.8758902111361175,2.460370119036380
1086.29,1.30401,0.368891,0.8761449771165474,2.460737098435964
1086.47,0.992678,0.312387,0.8797304261659690,2.470456871979963
1086.66,0.936692,0.284213,0.8872183297083929,2.491131426737753
1086.84,0.909248,0.284494,0.8962405275138023,2.516107456734406
1087.03,1.02392,0.313198,0.9037795185737187,2.536913273854524
