wave,flux,err,fit
906.651,0.120379,0.370658,0.4746721721829464
906.828,0.119921,0.369632,0.4736620868901302
907.004,0.539949,0.840634,0.4746874571358080
907.181,0.539907,0.840634,0.4764644693283744
907.357,0.749662,1.20633,0.4783098739379373
907.534,0.749485,1.20633,0.4799057729161665
907.710,0.539116,0.840202,0.4811362683065269
907.887,0.328309,0.734603,0.4819916803005042
908.063,0.328146,0.734603,0.4825239268528612
908.240,0.118328,0.368904,0.4828026587388128
908.416,0.536814,0.838209,0.4828856191662690
908.593,0.536845,0.838340,0.4828192781969393
908.769,0.327398,0.473071,0.4826489256054814
908.946,0.327402,0.473204,0.4824284635396214
909.122,0.327196,0.473342,0.4822355381184370
909.299,0.857141,0.730019,0.4822008351267602
909.475,0.857001,0.730024,0.4825361719817135
909.652,0.856963,0.730025,0.4835748913755487
909.828,1.17271,1.28119,0.4858230903474610
910.005,2.11970,2.00583,0.4900199393525784
910.181,1.17111,1.27998,0.4971920346854095
910.358,1.17121,1.27997,0.5086684813249442
910.534,1.17123,1.27997,0.5260228166559768
910.711,1.80093,1.45225,0.5509022171811427
910.887,1.16892,1.27761,0.5847423008017295
911.064,1.16882,1.27761,0.6284088135284582
911.240,1.48346,1.82725,0.6818392153879055
911.417,1.79802,2.37669,0.7438055496421643
911.593,1.08680,2.06173,0.8118730797256175
911.770,0.772094,1.51160,0.8826369056292996
911.946,0.772511,1.51145,0.9521889493417225
912.123,0.457972,0.961677,1.016711141440415
912.299,0.143521,0.412102,1.073040609747608
912.476,0.323948,0.468765,1.119075719199742
912.652,0.323717,0.468768,1.153940652237259
912.829,0.530556,0.830356,1.177912624891162
913.005,0.737374,1.19191,1.192188970325075
913.182,0.737077,1.19192,1.198582541485892
913.358,0.322158,0.726634,1.199236922132941
913.535,0.321977,0.726677,1.196381628021980
913.711,0.114672,0.365260,1.192132086809981
913.888,-0.0925298,0.00387325,1.188307547658488
914.064,-0.0928029,0.00404333,1.186252749454464
914.241,-0.0930578,0.00421297,1.186691571114255
914.417,-0.0932386,0.00433908,1.189665992685771
914.594,0.144391,0.103997,1.194593326786568
914.770,0.306554,0.172318,1.200467997996510
914.947,0.448027,0.240371,1.206156170878885
915.123,0.526761,0.297366,1.210696620264996
915.300,0.730709,0.375839,1.213526963157630
